10,70,55,0
4,40,55,0
4,40,55,0
4,40,55,0
10,25,45,0
1,50,45,0
1,75,70,0
1,60,70,0
1,55,55,0
1,55,55,0
1,55,55,0
10,65,55,0
1,70,70,0
1,55,55,0
1,50,45,0
10,85,70,0
1,15,45,0
1,55,50,0
1,55,55,0
1,40,45,0
2,55,55,0
2,65,65,0
2,65,65,0
1,50,55,0
1,55,70,0
1,55,70,0
10,55,55,0
10,65,50,0
1,45,50,0
1,50,65,0
1,65,65,0
1,70,70,0
1,70,70,0
1,51,45,0
1,51,45,0
1,51,45,0
2,40,55,0
2,40,55,0
1,45,45,0
1,70,70,0
1,1,55,0
1,1,55,0
1,55,55,0
1,3,50,0
10,55,55,0
1,65,65,0
1,55,45,0
1,55,45,0
1,55,45,0
1,55,45,0
1,20,65,0
1,60,65,0
1,70,70,0
1,73,60,0
10,10,65,0
10,60,70,0
1,55,70,0
1,55,55,0
10,65,65,0
1,70,65,0
10,73,65,0
10,50,65,0
1,55,70,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
10,55,55,0
1,80,70,0
1,70,70,0
1,70,70,0
1,70,70,0
1,70,70,0
10,55,55,0
1,25,40,0
10,50,55,0
1,75,70,0
1,75,70,0
1,15,65,0
10,50,55,0
10,50,55,0
10,50,55,0
1,55,65,0
1,55,65,0
1,65,65,0
1,65,65,0
1,45,50,0
1,45,50,0
1,45,50,0
1,45,45,0
1,35,45,0
1,45,45,0
1,45,45,0
1,70,70,0
1,70,70,0
1,60,70,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,70,70,0
1,45,45,0
1,55,55,0
1,55,55,0
1,55,65,0
1,50,55,0
1,55,55,0
1,35,45,0
1,35,45,0
1,60,55,0
1,60,55,0
1,50,50,0
1,50,70,0
10,90,70,0
1,80,70,0
1,80,70,0
1,80,70,0
10,35,70,0
1,10,45,0
1,10,45,0
1,5,65,0
1,65,65,0
1,60,55,0
1,35,50,0
1,60,65,0
1,55,65,0
1,55,65,0
1,53,55,0
1,65,65,0
1,65,65,0
1,45,45,0
1,70,70,0
1,70,70,0
1,70,70,0
1,40,40,0
2,30,55,0
1,70,70,0
1,55,55,0
1,65,55,0
1,65,55,0
1,85,65,0
1,80,70,0
1,30,55,0
1,30,55,0
2,50,45,0
1,40,55,0
1,35,35,0
10,70,50,0
10,70,50,0
10,35,50,0
10,35,50,0
10,35,50,0
10,35,50,0
10,45,45,0
10,45,45,0
10,45,45,0
1,10,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,45,50,0
1,45,55,0
1,45,55,0
2,40,45,0
1,65,70,0
1,35,50,0
1,70,70,0
1,70,70,0
1,70,70,0
1,70,70,0
1,45,55,0
1,65,65,0
1,65,65,0
1,40,35,0
1,40,35,0
1,50,45,0
1,70,45,0
1,40,45,0
1,40,45,0
1,45,40,0
10,10,25,0
1,40,45,0
1,60,65,0
1,38,40,0
1,38,40,0
1,20,25,0
1,15,45,0
10,45,45,0
1,15,45,0
1,35,35,0
1,65,65,0
1,65,55,0
1,65,55,0
1,65,55,0
1,65,55,0
1,65,55,0
1,60,55,0
10,55,65,0
10,60,65,0
10,50,65,0
10,70,65,0
1,50,55,0
1,65,65,0
1,65,65,0
10,5,65,0
1,35,35,0
1,73,75,0
1,15,45,0
10,40,40,0
10,10,40,0
1,55,65,0
1,20,35,0
1,20,35,0
1,60,65,0
1,55,65,0
1,65,65,0
1,65,65,0
1,60,65,0
1,60,65,0
1,55,65,0
1,55,65,0
1,55,65,0
1,55,65,0
1,65,65,0
1,45,45,0
1,15,25,0
1,15,25,0
1,15,25,0
1,15,25,0
1,15,25,0
1,15,25,0
10,25,40,0
1,65,65,0
1,45,45,0
1,65,65,0
1,41,45,0
1,41,45,0
1,45,45,0
1,45,45,0
1,40,40,0
1,40,40,0
1,45,45,0
1,30,35,0
1,15,40,0
1,50,45,0
1,35,35,0
1,35,35,0
1,35,35,0
1,45,45,0
10,70,75,0
10,44,45,0
10,45,45,0
1,5,65,0
1,17,45,0
1,45,45,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,45,45,0
1,65,65,0
1,55,65,0
10,40,45,0
1,55,55,0
10,40,35,0
1,30,45,0
1,30,45,0
1,30,35,0
1,30,35,0
1,70,70,0
1,35,40,0
1,35,40,0
1,66,55,0
1,66,55,0
1,66,55,0
1,60,40,0
10,55,55,0
1,5,65,0
2,65,65,0
2,65,65,0
1,55,55,0
1,55,55,0
1,63,65,0
1,55,55,0
10,50,65,0
1,68,65,0
1,68,65,0
1,55,55,0
1,55,55,0
1,55,55,0
1,55,55,0
1,55,55,0
1,63,65,0
1,63,65,0
1,63,65,0
1,73,70,0
1,73,70,0
1,65,65,0
1,65,65,0
1,63,65,0
1,75,65,0
1,60,65,0
1,28,70,0
1,60,55,0
1,50,65,0
1,55,65,0
1,65,65,0
10,65,70,0
10,70,65,0
10,70,65,0
10,70,65,0
10,70,65,0
10,70,65,0
1,60,65,0
1,38,65,0
1,38,65,0
1,38,65,0
1,10,65,0
1,95,65,0
1,30,55,0
1,50,55,0
1,70,70,0
1,70,70,0
1,70,70,0
1,70,70,0
1,70,70,0
1,65,65,0
10,68,65,0
10,68,65,0
10,68,65,0
1,53,45,0
1,53,45,0
1,53,45,0
10,65,65,0
1,50,65,0
1,50,65,0
1,50,65,0
1,50,65,0
1,50,65,0
1,40,45,0
1,40,45,0
1,58,55,0
10,60,65,0
1,60,65,0
1,45,65,0
1,68,65,0
10,53,55,0
1,55,55,0
1,55,55,0
1,68,65,0
1,68,65,0
1,55,65,0
1,53,70,0
1,68,70,0
1,55,70,0
1,70,55,0
1,65,65,0
1,65,65,0
10,60,65,0
10,60,65,0
1,60,65,0
1,35,55,0
2,80,65,0
2,8,65,0
2,8,65,0
2,8,65,0
1,3,65,0
1,73,65,0
1,73,65,0
1,63,65,0
1,63,65,0
1,40,65,0
1,55,65,0
1,80,65,0
1,80,65,0
1,80,65,0
2,50,65,0
1,70,65,0
1,70,65,0
1,70,65,0
1,70,65,0
1,50,65,0
1,65,65,0
1,75,65,0
1,55,65,0
1,55,65,0
1,72,65,0
1,70,65,0
2,70,65,0
1,70,55,0
1,75,55,0
1,48,55,0
1,65,65,0
1,65,70,0
1,65,70,0
1,65,70,0
10,55,65,0
10,65,65,0
10,65,65,0
10,65,65,0
1,70,70,0
10,50,55,0
1,56,55,0
10,50,65,0
2,53,65,0
1,70,65,0
1,55,55,0
1,75,70,0
1,60,55,0
1,60,55,0
1,60,65,0
1,70,65,0
1,70,65,0
1,60,65,0
1,60,65,0
10,25,55,0
10,25,55,0
1,55,65,0
1,69,65,0
1,65,65,0
1,70,55,0
1,70,55,0
1,68,65,0
1,51,65,0
1,70,70,0
10,45,55,0
10,45,55,0
10,45,55,0
1,55,55,0
1,55,55,0
1,55,55,0
1,70,65,0
1,70,65,0
1,10,55,0
1,60,65,0
1,48,65,0
1,48,65,0
1,28,65,0
1,61,55,0
1,60,70,0
10,65,65,0
10,65,65,0
1,47,55,0
1,65,65,0
1,65,65,0
1,68,65,0
1,10,55,0
1,10,55,0
1,10,55,0
1,10,55,0
1,70,70,0
1,65,55,0
1,45,65,0
10,1,30,0
10,70,65,0
1,80,70,0
1,18,65,0
1,18,65,0
1,18,65,0
1,58,55,0
1,15,55,0
1,15,55,0
1,50,65,0
1,48,45,0
1,48,45,0
1,65,65,0
1,68,65,0
1,73,65,0
1,70,65,0
1,43,55,0
1,43,55,0
1,53,65,0
1,75,70,0
1,75,70,0
1,70,70,0
1,60,65,0
1,67,65,0
1,13,65,0
1,55,55,0
1,55,55,0
1,55,55,0
1,45,45,0
1,35,45,0
1,65,65,0
1,70,70,0
1,70,55,0
10,60,55,0
10,60,65,0
10,65,65,0
1,70,70,0
1,70,70,0
1,70,70,0
1,70,65,0
1,65,65,0
1,65,65,0
1,65,65,0
1,23,65,0
1,60,55,0
10,70,65,0
10,65,65,0
10,60,65,0
